날짜,요일,시간대,결제자수,결제수,모바일비율(결제건수),결제금액,모바일비율(결제금액),결제당 결제금액,결제상품수량,결제당 상품수량,배송비,쿠폰합계,상품쿠폰,주문쿠폰,환불건수,환불금액,환불비율(결제금액),환불수량,환불비율(결제상품수량)
2023-12-18,월,17시,1,1,1.0,342000,1.0,342000.0,70,70.0,0,1000,1000,0,0,0,0.0,0,0.0
2023-12-17,일,19시,1,1,1.0,147000,1.0,147000.0,30,30.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-17,일,22시,1,1,0.0,146000,0.0,146000.0,30,30.0,0,1000,1000,0,0,0,0.0,0,0.0
2023-12-16,토,22시,1,2,0.0,138000,0.0,69000.0,6,3.0,0,0,0,0,1,69000,0.5,3,0.5
2023-12-16,토,21시,1,1,0.0,46000,0.0,46000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-12-15,금,09시,1,1,1.0,261500,1.0,261500.0,75,75.0,0,1000,1000,0,0,0,0.0,0,0.0
2023-12-15,금,18시,1,1,1.0,5600,1.0,5600.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-14,목,19시,1,1,1.0,115000,1.0,115000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-14,목,21시,1,1,1.0,115000,1.0,115000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-14,목,11시,1,1,1.0,73500,1.0,73500.0,15,15.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-13,수,14시,1,1,1.0,170500,1.0,170500.0,35,35.0,0,1000,1000,0,0,0,0.0,0,0.0
2023-12-13,수,11시,1,1,0.0,20000,0.0,20000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-07,목,16시,1,1,1.0,10300,1.0,10300.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-07,목,15시,1,1,1.0,4900,1.0,4900.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-05,화,19시,1,1,0.0,115000,0.0,115000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-04,월,16시,1,1,0.0,279000,0.0,279000.0,9,9.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-03,일,10시,1,1,1.0,196000,1.0,196000.0,40,40.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-03,일,11시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-11-30,목,10시,1,1,1.0,49000,1.0,49000.0,10,10.0,3000,0,0,0,0,0,0.0,0,0.0
2023-11-30,목,18시,1,1,1.0,20600,1.0,20600.0,4,4.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-29,수,19시,1,1,1.0,132000,1.0,132000.0,6,6.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-29,수,21시,1,1,1.0,22000,1.0,22000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-28,화,15시,1,2,0.0,41600,0.0,20800.0,5,2.5,3000,0,0,0,0,0,0.0,0,0.0
2023-11-27,월,12시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-11-24,금,09시,1,1,1.0,286000,1.0,286000.0,13,13.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-24,금,16시,1,1,1.0,22000,1.0,22000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-17,금,09시,1,1,1.0,200000,1.0,200000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-15,수,12시,1,1,1.0,184000,1.0,184000.0,8,8.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-13,월,15시,1,1,0.0,640000,0.0,640000.0,20,20.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-10,금,09시,1,1,1.0,88000,1.0,88000.0,22,22.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-08,수,20시,1,1,0.0,100000,0.0,100000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-08,수,09시,1,2,0.0,62000,0.0,31000.0,5,2.5,3000,0,0,0,0,0,0.0,0,0.0
2023-11-08,수,12시,1,1,0.0,10000,0.0,10000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-06,월,18시,1,2,1.0,196000,1.0,98000.0,40,20.0,0,0,0,0,1,98000,0.5,20,0.5
2023-11-06,월,15시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-11-04,토,15시,1,1,0.0,28000,0.0,28000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-11-03,금,19시,1,1,1.0,64000,1.0,64000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-11-02,목,02시,1,1,1.0,323400,1.0,323400.0,66,66.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-01,수,09시,1,1,0.0,93000,0.0,93000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-11-01,수,17시,1,1,1.0,35000,1.0,35000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-10-30,월,23시,1,4,1.0,79000,1.0,19750.0,4,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-28,토,23시,1,1,1.0,40000,1.0,40000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-10-27,금,10시,1,3,0.0,131000,0.0,43666.666666666664,15,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-27,금,11시,1,1,1.0,56000,1.0,56000.0,4,4.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-26,목,12시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-25,수,18시,1,1,1.0,30000,1.0,30000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-24,화,18시,2,2,1.0,148000,1.0,74000.0,25,12.5,0,0,0,0,0,0,0.0,0,0.0
2023-10-24,화,11시,1,1,0.0,132000,0.0,132000.0,6,6.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-23,월,10시,1,1,0.0,96000,0.0,96000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-23,월,17시,1,1,1.0,42000,1.0,42000.0,3,3.0,3000,0,0,0,0,0,0.0,0,0.0
2023-10-20,금,12시,1,1,0.0,32000,0.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-19,목,11시,1,1,1.0,23000,1.0,23000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-18,수,13시,1,1,1.0,91000,1.0,91000.0,9,9.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-18,수,18시,1,1,0.0,62000,0.0,62000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-10-17,화,18시,1,1,1.0,196000,1.0,196000.0,40,40.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-12,목,18시,1,1,0.0,28000,0.0,28000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-11,수,13시,1,2,0.0,250000,0.0,125000.0,8,4.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-11,수,16시,1,1,1.0,25000,1.0,25000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-10-10,화,22시,1,1,1.0,4900,1.0,4900.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-07,토,19시,1,1,0.0,64000,0.0,64000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-07,토,20시,1,3,1.0,36900,1.0,12300.0,3,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-06,금,17시,1,1,1.0,64000,1.0,64000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-06,금,09시,1,1,1.0,49000,1.0,49000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-06,금,11시,1,1,1.0,22000,1.0,22000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-05,목,20시,1,1,1.0,41000,1.0,41000.0,4,4.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-05,목,11시,1,1,1.0,28000,1.0,28000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-10-04,수,21시,3,3,1.0,118200,1.0,39400.0,21,7.0,3000,0,0,0,0,0,0.0,0,0.0
2023-10-04,수,16시,1,1,1.0,80000,1.0,80000.0,8,8.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-03,화,09시,1,1,1.0,88000,1.0,88000.0,4,4.0,0,0,0,0,0,0,0.0,0,0.0
2023-10-01,일,07시,1,1,1.0,105000,1.0,105000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-26,화,10시,1,1,0.0,28000,0.0,28000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-26,화,22시,0,0,,0,,,0,,0,0,0,0,1,32000,,1,
2023-09-25,월,23시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-25,월,18시,1,1,1.0,21000,1.0,21000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-25,월,19시,1,1,1.0,10000,1.0,10000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-24,일,18시,1,1,1.0,175000,1.0,175000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-24,일,16시,1,1,0.0,35000,0.0,35000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-22,금,20시,1,1,1.0,35000,1.0,35000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-22,금,16시,1,1,1.0,21000,1.0,21000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-21,목,11시,1,3,0.0,275000,0.0,91666.66666666667,11,3.6666666666666665,0,0,0,0,0,0,0.0,0,0.0
2023-09-21,목,10시,1,3,1.0,134000,1.0,44666.666666666664,6,2.0,6000,0,0,0,2,124000,0.9253731343283582,5,0.8333333333333334
2023-09-21,목,18시,1,3,1.0,74000,1.0,24666.666666666668,6,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-21,목,13시,1,2,0.0,64000,0.0,32000.0,2,1.0,6000,0,0,0,0,0,0.0,0,0.0
2023-09-20,수,18시,1,2,1.0,124000,1.0,62000.0,5,2.5,6000,0,0,0,0,0,0.0,0,0.0
2023-09-20,수,15시,1,2,1.0,54000,1.0,27000.0,2,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-19,화,17시,1,1,0.0,35000,0.0,35000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-18,월,11시,1,3,1.0,134000,1.0,44666.666666666664,4,1.3333333333333333,6000,0,0,0,2,64000,0.47761194029850745,2,0.5
2023-09-18,월,22시,2,3,0.0,114000,0.0,38000.0,4,1.3333333333333333,6000,0,0,0,0,0,0.0,0,0.0
2023-09-18,월,21시,1,1,0.0,35000,0.0,35000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-17,일,18시,1,1,1.0,96000,1.0,96000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-16,토,05시,1,10,1.0,220000,1.0,22000.0,10,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-16,토,18시,1,1,1.0,14000,1.0,14000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-15,금,22시,1,1,1.0,22000,1.0,22000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-14,목,13시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-14,목,17시,1,1,1.0,14000,1.0,14000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-13,수,13시,1,2,0.0,296000,0.0,148000.0,13,6.5,0,0,0,0,0,0,0.0,0,0.0
2023-09-12,화,14시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-11,월,18시,1,1,0.0,88000,0.0,88000.0,4,4.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-11,월,21시,2,3,1.0,66000,1.0,22000.0,3,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-10,일,18시,2,2,0.5,288000,0.2222222222222222,144000.0,9,4.5,0,0,0,0,0,0,0.0,0,0.0
2023-09-10,일,22시,1,1,0.0,25000,0.0,25000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-09,토,15시,1,4,1.0,64000,1.0,16000.0,4,1.0,0,0,0,0,2,32000,0.5,2,0.5
2023-09-08,금,21시,1,1,0.0,124000,0.0,124000.0,4,4.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-08,금,00시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-08,금,16시,1,1,0.0,32000,0.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-08,금,22시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-06,수,00시,1,1,1.0,110000,1.0,110000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-06,수,18시,1,2,1.0,34000,1.0,17000.0,2,1.0,3000,0,0,0,2,34000,1.0,2,1.0
2023-09-06,수,19시,1,2,1.0,34000,1.0,17000.0,2,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-06,수,10시,1,1,0.0,32000,0.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-05,화,17시,1,1,1.0,100000,1.0,100000.0,25,25.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-05,화,20시,1,1,1.0,62000,1.0,62000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-04,월,11시,1,1,0.0,31000,0.0,31000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-04,월,18시,1,1,1.0,21000,1.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-02,토,11시,1,2,1.0,42000,1.0,21000.0,2,1.0,6000,0,0,0,0,0,0.0,0,0.0
2023-09-02,토,15시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-09-01,금,13시,1,2,1.0,371000,1.0,185500.0,45,22.5,0,0,0,0,0,0,0.0,0,0.0
2023-09-01,금,20시,1,3,1.0,76000,1.0,25333.333333333332,9,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-09-01,금,19시,1,1,1.0,62000,1.0,62000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-31,목,14시,1,1,1.0,70000,1.0,70000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-31,목,20시,1,1,0.0,20000,0.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-30,수,18시,1,1,1.0,68000,1.0,68000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-30,수,17시,1,1,1.0,42000,1.0,42000.0,3,3.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-30,수,00시,1,1,0.0,27000,0.0,27000.0,5,5.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-24,목,12시,1,1,0.0,192000,0.0,192000.0,6,6.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-24,목,14시,1,1,1.0,70000,1.0,70000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-24,목,11시,1,1,1.0,31000,1.0,31000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-24,목,22시,1,1,1.0,28000,1.0,28000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-23,수,14시,1,3,1.0,47400,1.0,15800.0,7,2.3333333333333335,0,0,0,0,0,0,0.0,0,0.0
2023-08-23,수,22시,1,1,1.0,31000,1.0,31000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-22,화,23시,1,1,1.0,31000,1.0,31000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-22,화,19시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-20,일,11시,1,2,1.0,75000,1.0,37500.0,11,5.5,6000,0,0,0,0,0,0.0,0,0.0
2023-08-20,일,17시,1,1,1.0,14000,1.0,14000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-19,토,11시,1,1,1.0,140000,1.0,140000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-18,금,21시,1,2,1.0,62000,1.0,31000.0,2,1.0,6000,0,0,0,0,0,0.0,0,0.0
2023-08-18,금,11시,1,1,1.0,50000,1.0,50000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-17,목,12시,1,2,0.0,434000,0.0,217000.0,14,7.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-17,목,13시,1,1,1.0,22000,1.0,22000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-16,수,12시,1,1,0.0,93000,0.0,93000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-16,수,22시,1,2,1.0,28000,1.0,14000.0,2,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-14,월,16시,1,1,1.0,31000,1.0,31000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-14,월,04시,0,0,,0,,,0,,0,0,0,0,1,19000,,1,
2023-08-13,일,20시,1,1,0.0,45000,0.0,45000.0,10,10.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-13,일,18시,1,2,1.0,30000,1.0,15000.0,3,1.5,6000,0,0,0,0,0,0.0,0,0.0
2023-08-11,금,22시,1,1,1.0,35000,1.0,35000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-11,금,12시,1,1,1.0,31000,1.0,31000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-11,금,07시,1,1,1.0,31000,1.0,31000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-11,금,09시,1,1,1.0,28000,1.0,28000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-10,목,15시,1,2,0.0,39000,0.0,19500.0,2,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-09,수,16시,1,1,1.0,35000,1.0,35000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-08,화,11시,1,2,1.0,47400,1.0,23700.0,2,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-06,일,22시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-06,일,20시,1,1,1.0,19000,1.0,19000.0,1,1.0,3000,1000,1000,0,0,0,0.0,0,0.0
2023-08-05,토,20시,1,1,1.0,21000,1.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-08-05,토,15시,0,0,,0,,,0,,0,0,0,0,2,78000,,3,
2023-08-04,금,21시,1,2,1.0,78000,1.0,39000.0,3,1.5,0,0,0,0,0,0,0.0,0,0.0
2023-08-04,금,11시,1,1,1.0,21000,1.0,21000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-04,금,12시,1,1,1.0,20000,1.0,20000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-03,목,11시,1,1,1.0,27400,1.0,27400.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-03,목,13시,1,1,1.0,21000,1.0,21000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-02,수,15시,1,1,1.0,180000,1.0,180000.0,40,40.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-02,수,10시,1,1,1.0,60000,1.0,60000.0,15,15.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-02,수,17시,2,2,0.5,60000,0.4666666666666667,30000.0,3,1.5,6000,0,0,0,0,0,0.0,0,0.0
2023-08-02,수,09시,1,1,1.0,54000,1.0,54000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-08-02,수,14시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-07-28,금,12시,2,3,1.0,69400,1.0,23133.333333333332,3,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-07-28,금,14시,1,1,1.0,21000,1.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-07-27,목,21시,1,1,1.0,62000,1.0,62000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-27,목,09시,1,1,1.0,20000,1.0,20000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-26,수,10시,1,1,0.0,93000,0.0,93000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-26,수,20시,1,1,0.0,70000,0.0,70000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-26,수,11시,1,1,0.0,31000,0.0,31000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-07-25,화,21시,3,3,0.6666666666666666,82000,0.7560975609756098,27333.333333333332,3,1.0,9000,0,0,0,0,0,0.0,0,0.0
2023-07-25,화,11시,1,2,0.0,73000,0.0,36500.0,4,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-25,화,17시,1,1,1.0,31000,1.0,31000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-25,화,00시,1,1,0.0,28000,0.0,28000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2023-07-25,화,15시,1,1,0.0,21000,0.0,21000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-25,화,22시,1,1,1.0,21000,1.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-07-24,월,22시,1,3,1.0,93000,1.0,31000.0,3,1.0,9000,0,0,0,0,0,0.0,0,0.0
2023-07-24,월,09시,1,2,1.0,90000,1.0,45000.0,4,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-24,월,17시,1,1,0.0,63000,0.0,63000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-23,일,23시,1,1,1.0,200000,1.0,200000.0,50,50.0,6000,0,0,0,0,0,0.0,0,0.0
2023-07-20,목,18시,1,1,1.0,43000,1.0,43000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-07-20,목,19시,1,1,0.0,22000,0.0,22000.0,2,2.0,9000,0,0,0,0,0,0.0,0,0.0
2023-07-17,월,09시,1,1,1.0,75000,1.0,75000.0,3,3.0,4000,0,0,0,0,0,0.0,0,0.0
